conversation_id,interaction_id,call_type,model,provider,temperature,messages,confidence_score,response,token_usage,timestamp
conv_20250807_5b6462e0,3,Classification,gpt-4o,openai,0,0.93,"[{""role"": ""system"", ""content"": ""[PROMPT:clasificadorprompt_v3.txt]""}, {""role"": ""user"", ""content"": ""{\""user_last_message\"": \""y de esos cuantos han sido levantados por JOHANA?\"", \""bot_last_response\"": \""\"", \""second_to_last_interaction\"": \""User: Cuales tickets se levantaron desde que empezo agosto del 2025? | Bot: \"", \""third_to_last_interaction\"": \""User:  | Bot: \""}""}]","{""classification"": ""Pregunta Continuada"", ""confidence_score"": 0.93, ""inputs"": {""context_active"": true, ""user_question"": ""y de esos cuantos han sido levantados por JOHANA?""}, ""missing_inputs"": [], ""follow_up_prompt"": """"}","{'completion_tokens': 66, 'prompt_tokens': 5563, 'total_tokens': 5629, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 5376}}",2025-08-07 17:45:43
conv_20250807_5b6462e0,5,Classification,gpt-4o,openai,0,0.92,"[{""role"": ""system"", ""content"": ""[PROMPT:clasificadorprompt_v3.txt]""}, {""role"": ""user"", ""content"": ""{\""user_last_message\"": \""NO, DEL TOTAL DE TICKETS, no del reusltado que muestra nada mas los mas recientes\"", \""bot_last_response\"": \""\"", \""second_to_last_interaction\"": \""User: y de esos cuantos han sido levantados por JOHANA? | Bot: \"", \""third_to_last_interaction\"": \""User: Cuales tickets se levantaron desde que empezo agosto del 2025? | Bot: \""}""}]","{""classification"": ""Pregunta Continuada"", ""confidence_score"": 0.92, ""inputs"": {""context_active"": true, ""user_question"": ""NO, DEL TOTAL DE TICKETS, no del resultado que muestra nada más los más recientes""}, ""missing_inputs"": [], ""follow_up_prompt"": """"}","{'completion_tokens': 74, 'prompt_tokens': 5585, 'total_tokens': 5659, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",2025-08-07 17:47:03
conv_20250807_5b6462e0,6,Classification,gpt-4o,openai,0,0.95,"[{""role"": ""system"", ""content"": ""[PROMPT:clasificadorprompt_v3.txt]""}, {""role"": ""user"", ""content"": ""{\""user_last_message\"": \""¿Cuántos tickets totales han sido levantados desde agosto de 2025 por JOHANA, en lugar de solo los más recientes?\"", \""bot_last_response\"": \""\"", \""second_to_last_interaction\"": \""User: NO, DEL TOTAL DE TICKETS, no del reusltado que muestra nada mas los mas recientes | Bot: \"", \""third_to_last_interaction\"": \""User: y de esos cuantos han sido levantados por JOHANA? | Bot: \"", \""reclassifi""}]","{""classification"": ""Búsqueda de Query"", ""confidence_score"": 0.95, ""inputs"": {""user_question"": ""¿Cuántos tickets totales han sido levantados desde agosto de 2025 por JOHANA, en lugar de solo los más recientes?""}, ""missing_inputs"": [], ""follow_up_prompt"": """"}","{'completion_tokens': 78, 'prompt_tokens': 5603, 'total_tokens': 5681, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 5376}}",2025-08-07 17:47:05
conv_20250807_5b6462e0,6,SQL Generation,gpt-4o-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets totales han sido levantados desde agosto de 2025 por JOHANA, en lugar de solo los más recientes?""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', COUNT(*) AS TotalTickets FROM Tickets WHERE DetectadoPor = 'JOHANA' AND CONVERT(datetime, FechaCreado, 101) >= '08/01/2025' ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Se cuenta el total de tickets levantados por JOHANA desde agosto de 2025.""}","{'completion_tokens': 105, 'prompt_tokens': 3217, 'total_tokens': 3322, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3072}}",2025-08-07 17:47:08
conv_20250918_d6641538,1,Classification,gpt-4o,openai,0,0.9,"[{""role"": ""system"", ""content"": ""[PROMPT:clasificadorprompt_v3.txt]""}, {""role"": ""user"", ""content"": ""{\""user_last_message\"": \""Hello, how are you?\"", \""bot_last_response\"": \""\"", \""second_to_last_interaction\"": \""User:  | Bot: \"", \""third_to_last_interaction\"": \""\""}""}]","{""classification"": ""No Relacionado"", ""confidence_score"": 0.9, ""inputs"": {}, ""missing_inputs"": [], ""follow_up_prompt"": ""¡Hola! ¿En qué puedo ayudarte hoy?""}","{'completion_tokens': 50, 'prompt_tokens': 5536, 'total_tokens': 5586, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",2025-09-18 13:09:26
,1,SQL Generation,gpt-4o-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets se generaron en diciembre por Javier? Por favor lista los tickets con IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE DetectadoPor = 'JAVIER' AND MONTH(CONVERT(datetime, FechaCreado, 101)) = 12 AND YEAR(CONVERT(datetime, FechaCreado, 101)) = 2025 ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Se listan los tickets generados en diciembre de 2025 por JAVIER.""}","{'completion_tokens': 129, 'prompt_tokens': 3226, 'total_tokens': 3355, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",2026-01-05 17:20:53
test3,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets generados en diciembre por JAVIER (todos los años). Mostrar lista con IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE DetectadoPor = 'JAVIER' AND MONTH(CONVERT(datetime, FechaCreado, 101)) = 12 ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets creados en diciembre (cualquier año) detectados por JAVIER""}",Not Provided,2026-01-05 17:46:20
test5,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets abiertos por Chelsea en diciembre de 2025 (mes completo). Mostrar lista de tickets con IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Filtrar FechaCreado entre 01/12/2025 y 31/12/2025. Ordenar por FechaCreado descendente.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE DetectadoPor = 'CHELSEA' AND Estatus = 'Abierto' AND CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '12/01/2025', 101) AND CONVERT(datetime, '12/31/2025', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets en estatus Abierto detectados por CHELSEA creados durante diciembre de 2025 (filtro aplicado entre 12/01/2025 y 12/31/2025, formato MM/dd/yyyy).""}",Not Provided,2026-01-05 17:58:07
test6,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets levantados por Chelsea en diciembre de 2025 (todos los estatus). Mostrar IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Ordenar por FechaCreado desc. Si más de 25 resultados, mostrar top 25 más recientes.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE DetectadoPor = 'CHELSEA' AND CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '12/01/2025', 101) AND CONVERT(datetime, '12/31/2025', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets levantados por CHELSEA en diciembre de 2025. Se muestran hasta 100 resultados ordenados por FechaCreado desc. Si desea limitar a los 25 mas recientes, indique que desea TOP 25.""}",Not Provided,2026-01-05 17:59:24
conv_1767659665778_87yecgawe,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets más recientes de Chelsea; mostrar lista de tickets por cliente 'Chelsea' con IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Ordenar por FechaCreado desc. Top 25.""}]","{""sql_query"": ""SELECT TOP 25 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE DetectadoPor = 'CHELSEA' ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Se muestran los 25 tickets más recientes detectados por CHELSEA ordenados por FechaCreado descendente.""}",Not Provided,2026-01-05 18:35:07
conv_1767823854796_3fvgx9xok,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets abiertos desde 2026-01-05 hasta 2026-01-07 (inclusive) por Chelsea. Devuelve ID, título, fecha de apertura, cliente, estatus y asignado.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Titulo, FechaCreado, Cliente, Estatus, AsignadoA FROM Tickets WHERE DetectadoPor = 'CHELSEA' AND Estatus = 'Abierto' AND CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '01/05/2026', 101) AND CONVERT(datetime, '01/07/2026', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets con estatus Abierto creados entre 05/01/2026 y 07/01/2026 detectados por CHELSEA, mostrando Id, Titulo, FechaCreado, Cliente, Estatus y AsignadoA.""}",Not Provided,2026-01-07 16:12:13
conv_1767823854796_3fvgx9xok,2,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets creados (independientemente de estatus) desde 2026-01-05 hasta 2026-01-07 (inclusive) por Chelsea. Devuelve ID, título, fecha de apertura, cliente, estatus y asignado.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus, UPPER(LEFT(AsignadoA, CHARINDEX(' ', AsignadoA + ' ')-1)) AS AsignadoA FROM Tickets WHERE DetectadoPor = 'CHELSEA' AND CONVERT(datetime, FechaCreado, 101) >= CONVERT(datetime, '01/05/2026', 101) AND CONVERT(datetime, FechaCreado, 101) <= CONVERT(datetime, '01/07/2026', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets creados por CHELSEA entre 01/05/2026 y 01/07/2026 (inclusive). Se devuelven IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus y Asignado (primer nombre en mayusculas).""}",Not Provided,2026-01-07 16:12:39
conv_1767823854796_3fvgx9xok,3,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets creados (independientemente de estatus) desde 2026-01-05 hasta 2026-01-07 (inclusive) por Chelsea. Devuelve ID, título, fecha de apertura, cliente, estatus y asignado.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Titulo, FechaCreado, Cliente, Estatus, AsignadoA FROM Tickets WHERE DetectadoPor = 'CHELSEA' AND CONVERT(datetime, FechaCreado, 101) >= CONVERT(datetime, '01/05/2026', 101) AND CONVERT(datetime, FechaCreado, 101) <= CONVERT(datetime, '01/07/2026', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets creados por CHELSEA entre el 01/05/2026 y el 01/07/2026 (inclusive), mostrando Id, Titulo, FechaCreado, Cliente, Estatus y Asignado.""}",Not Provided,2026-01-07 16:13:08
conv_1767885076160_p4xtnsfu6,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Mostrar tickets en estatus 'Abierto' creados entre 09/12/2025 y 08/01/2026 (últimos 30 días). Incluir IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Ordenar por FechaCreado desc.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE Estatus = 'Abierto' AND CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '12/09/2025', 101) AND CONVERT(datetime, '01/08/2026', 101) ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets en estatus Abierto creados entre 12/09/2025 y 01/08/2026 (se interpretaron las fechas en formato MM/dd/yyyy para cubrir los ultimos 30 dias hasta 01/08/2026).""}",Not Provided,2026-01-08 09:12:18
conv_1767885076160_p4xtnsfu6,2,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Mostrar tickets creados (abiertos) entre 09/12/2025 y 08/01/2026 (últimos 30 días). Incluir IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Ordenar por FechaCreado desc.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '09/12/2025', 101) AND CONVERT(datetime, '08/01/2026', 101) AND Estatus = 'Abierto' ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets en estatus Abierto creados entre 09/12/2025 y 08/01/2026, ordenados por FechaCreado descendente""}",Not Provided,2026-01-08 09:14:08
conv_1767885076160_p4xtnsfu6,3,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Mostrar tickets creados entre 09/12/2025 y 08/01/2026 (últimos 30 días). Incluir IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus. Ordenar por FechaCreado desc. Sin filtrar por estatus.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Cliente, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE CONVERT(datetime, FechaCreado, 101) BETWEEN '12/09/2025' AND '01/08/2026' ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Se muestran tickets creados entre 12/09/2025 y 01/08/2026 (converti las fechas al formato MM/dd/yyyy asumiendo que las ingresaste en dd/MM/yyyy para cubrir los ultimos 30 dias hasta 01/08/2026).""}",Not Provided,2026-01-08 09:14:37
conv_1767892745161_vxf2g90sx,1,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets activos están asignados a Johana?""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', COUNT(*) AS TotalTickets FROM Tickets WHERE AsignadoA = 'JOHANA' AND Estatus NOT IN ('Cerrado', 'Facturado', 'Cancelado', 'Rechazado Zell', 'Pagado', 'Suspendido') ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Cuenta los tickets activos (no en estatus final) que estan asignados a JOHANA.""}",Not Provided,2026-01-08 11:19:46
conv_1767892745161_vxf2g90sx,2,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets activos fueron detectados/creados por Johana?""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', COUNT(*) AS TotalTickets FROM Tickets WHERE DetectadoPor = 'JOHANA' AND Estatus NOT IN ('Cerrado', 'Facturado', 'Cancelado', 'Rechazado Zell', 'Pagado', 'Suspendido') ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Cuenta total de tickets activos (no finalizados) que fueron detectados/creados por JOHANA""}",Not Provided,2026-01-08 11:19:57
conv_1767892745161_vxf2g90sx,3,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets activos están asignados a Johana?""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', COUNT(*) AS TotalTickets FROM Tickets WHERE AsignadoA = 'JOHANA' AND Estatus NOT IN ('Cerrado','Facturado','Cancelado','Rechazado Zell','Pagado','Suspendido') ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Cuenta el total de tickets activos asignados a JOHANA""}",Not Provided,2026-01-08 11:20:13
conv_1767892745161_vxf2g90sx,4,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""¿Cuántos tickets activos fueron detectados/creados por Johana?""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', COUNT(*) AS TotalTickets FROM Tickets WHERE DetectadoPor = 'JOHANA' AND Estatus NOT IN ('Cerrado', 'Facturado', 'Cancelado', 'Rechazado Zell', 'Pagado', 'Suspendido') ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Cuenta el total de tickets activos (no finalizados) detectados/creados por JOHANA""}",Not Provided,2026-01-08 11:20:22
